"","Name","appid","Owners_Before","Owners_After","Sales","Increase","Price_Before_Sale","Review_Score_Steam_Users","Sale_Percent","Price_After_Sale","Owners_As_Of_Today","Players_Forever_As_Of_Today","average_forever.x","median_forever.x","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever.y","average_2weeks","median_forever.y","median_2weeks","Price_Now","publisher","score","Review_Score_Metacritic_User","Review_Score_IGN","Genre","Release_Date","Review_Score_Metacritic","main_story_length","GameAge"
"1296","The Witcher 3 Wild Hunt",NA,1707654,1935993,228339,13.37,39.99,96,50,24.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",93,91,93,"RPG",2015-05-19,91,43.5,412
"1297","The Witcher Adventure Game",303800,76162,105430,29268,38.43,9.99,79,85,1.49,112347,63557,219,48,111595,8640,68323,6760,4730,1779,226,157,48,83,9.99,"",68,74,69,"Board",2014-12-18,74,NA,564
"1298","The Witcher Enhanced Edition",NA,2818030,2870138,52108,1.85,9.99,85,85,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atari",86,85,NA,NA,2008-09-16,85,NA,2848
"1299","The Witness",210970,106728,120934,14206,13.31,39.99,84,20,31.99,123189,115712,991,565,125435,9159,118427,8900,5781,1966,954,249,624,85,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","The Wolf Among Us",250320,912452,941380,28928,3.17,24.99,97,50,12.49,935415,679130,597,510,937082,25005,690592,21474,7358,2218,620,360,506,213,22.99,"",80,89,NA,NA,2013-10-11,89,10.5,997
"1301","Thea The Awakening",NA,51860,64085,12225,23.57,19.99,90,40,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,89,NA,NA,2015-11-20,89,NA,227
"1302","Theatre Of The Absurd",299110,23299,28941,5642,24.22,4.99,78,85,0.74,28227,6543,285,200,26979,4248,4205,1677,0,0,231,0,209,0,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","Theatre of War 2 Africa 1943",NA,98460,105688,7228,7.34,8.99,65,75,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",63,67,NA,NA,2009-04-24,67,NA,2628
"1304","theHunter Primal",NA,143056,149876,6820,4.77,9.99,63,50,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","TheOrbChambers",485220,50357,64085,13728,27.26,4.99,100,50,2.49,75147,55519,214,212,75681,7115,54133,6018,4029,1642,222,134,212,136,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","Theres Poop In My Soup",NA,75160,92768,17608,23.43,0.99,86,33,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","They Came From The Moon",432150,56120,113182,57062,101.68,1.99,52,75,0.49,161511,104122,257,270,132793,9424,87594,7655,5781,1966,296,244,274,258,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Thief 2",211740,436684,460999,24315,5.57,6.99,95,75,1.74,462474,94401,353,16,447080,17284,89346,7731,787,889,336,595,14,776,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Thief Deadly Shadows",NA,618824,631032,12208,1.97,8.99,88,75,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eidos Interactive",85,84,86,"Action, Adventure",2004-05-25,84,17.5,4423
"1310","Thief Deadly Shadows",NA,618824,631032,12208,1.97,8.99,88,75,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eidos Interactive",85,84,83,"Action, Adventure",2004-05-25,84,17.5,4423
"1311","Thief Gold",211600,744092,761270,17178,2.31,6.99,91,75,1.74,776335,245070,207,27,760492,22532,243862,12769,3153,1452,194,99,25,48,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Thirty Flights of Loving",214700,84681,92510,7829,9.25,4.99,65,20,3.99,91037,58884,41,31,96879,8050,65696,6629,0,0,39,0,31,0,4.99,"",88,49,80,"Adventure",2012-08-20,49,0.283333333333333,1414
"1313","This War of Mine",282070,1121399,1274985,153586,13.7,19.99,95,75,4.99,1411722,1163287,775,341,1287283,29292,1074780,26774,40644,5214,799,279,357,75,18.99,"",83,84,NA,NA,2014-11-14,84,9.5,598
"1314","Thomas Was Alone",220780,786683,810109,23426,2.98,9.99,95,75,2.49,828676,493318,154,72,826538,23488,490177,18097,3329,1492,148,80,77,50,7.99,"",77,81,80,"Platformer",2012-11-12,81,3.5,1330
"1315","Tiamat X",343340,35826,41603,5777,16.13,1.99,39,75,0.49,40378,13272,153,135,38016,5043,11212,2739,0,0,158,0,112,0,1.99,"",NA,NA,NA,NA,2015-05-29,NA,NA,402
"1316","Time Mysteries 2 The Ancient Spectres",NA,52362,61242,8880,16.96,9.99,66,70,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","Timore Inferno",486360,18790,26616,7826,41.65,4.99,85,0,4.99,78325,49350,214,206,65696,6629,43447,5391,3854,1605,218,170,197,151,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","Tin Star",375130,4509,9561,5052,112.04,4.99,96,25,3.74,10842,8038,410,185,9986,2584,7708,2271,0,0,354,0,232,0,4.99,"",NA,NA,NA,NA,2015-06-05,NA,2,395
"1319","Tinboy",399430,125769,147034,21265,16.91,0.99,65,51,0.49,161698,74960,196,152,163100,10444,75506,7107,1752,1082,162,77,155,115,0.99,"",NA,NA,NA,NA,2015-08-31,NA,NA,308
"1320","Tiny Thief",257080,14030,22739,8709,62.07,5.99,NA,0,5.99,21497,18319,305,119,15767,3248,13314,2984,0,0,219,0,124,0,0,"",NA,75,NA,NA,2013-12-16,75,4,931
"1321","TIS100",NA,97458,141866,44408,45.57,6.99,97,50,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,82,NA,NA,2015-07-20,82,16,350
"1322","To the Moon",206440,990619,999005,8386,0.85,9.99,97,80,1.99,1038416,632583,186,174,1031509,26231,612108,20219,7708,2271,187,91,156,62,7.99,"",81,89,75,"RPG",2011-11-29,89,4,1679
"1323","Toki Tori",38700,461487,466943,5456,1.18,4.99,88,90,0.49,473503,269371,155,36,469154,17705,266286,13343,1051,838,163,15,39,24,4.49,"Two Tribes",80,79,90,"Puzzle, Action",2001-10-23,79,6.5,5368
"1324","Toki Tori",38700,461487,466943,5456,1.18,4.99,88,90,0.49,473503,269371,155,36,469154,17705,266286,13343,1051,838,163,15,39,24,4.49,"Two Tribes",80,79,80,"Puzzle, Adventure",2010-01-28,79,6.5,2349
"1325","Toki Tori 2",NA,286863,294585,7722,2.69,14.99,82,90,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",76,76,80,"Puzzle, Adventure",2013-07-11,76,10,1089
"1326","Tom Clancys Rainbow Six Siege",NA,628845,738013,109168,17.36,49.99,76,40,29.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,71,79,"Shooter",2015-11-30,71,1.5,217
"1327","Tom Clancys Rainbow Six Vegas 2",NA,474014,488908,14894,3.14,9.99,87,50,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ubisoft",78,73,82,"Shooter",2008-04-15,73,9,3002
"1328","Tom Clancys Rainbow Six Vegas 2",NA,474014,488908,14894,3.14,9.99,87,50,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ubisoft",78,73,84,"Shooter",2008-04-15,73,9,3002
"1329","Tom Clancys Rainbow Six Vegas 2",NA,474014,488908,14894,3.14,9.99,87,50,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ubisoft",78,73,77,"Shooter",2008-04-15,73,9,3002
"1330","Tom Clancys The Division",NA,762130,778066,15936,2.09,59.99,52,25,44.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Tomb Raider",203160,4104282,4191120,86838,2.12,19.99,95,75,4.99,4145064,3421257,925,637,4160196,52428,3427208,47639,71652,6923,940,216,638,42,19.99,"Square Enix",86,85,91,"Action",2013-03-05,85,16,1217
"1332","Tomb Raider I",224960,714278,721216,6938,0.97,6.99,84,75,1.74,721003,234789,160,18,743324,22277,245088,12801,3329,1492,117,34,16,36,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","Tomb Raider II",225300,701501,712172,10671,1.52,6.99,89,75,1.74,705113,111039,253,17,733864,22135,105113,8385,1051,838,248,52,15,75,6.99,"Eidos Interactive",NA,82,NA,NA,1997-10-31,82,14.5,6821
"1334","Tomb Raider III Adventures of Lara Croft",NA,695738,704678,8940,1.28,6.99,86,75,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eidos Interactive",NA,82,80,"Adventure",1998-11-20,82,NA,6436
"1335","Tomb Raider III Adventures of Lara Croft",NA,695738,704678,8940,1.28,6.99,86,75,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eidos Interactive",NA,82,77,"Action",1998-12-10,82,NA,6416
"1336","Tompi Jones",370310,52362,58658,6296,12.02,3.99,16,50,1.99,57949,5047,9,6,60090,6340,3329,1492,0,0,8,0,10,0,3.99,"",NA,NA,NA,NA,2015-05-15,NA,NA,416
"1337","Torchlight",41500,1352393,1384291,31898,2.36,14.99,93,80,2.99,1389290,1109824,1062,482,1376104,30281,1092824,26997,3854,1605,963,53,456,40,14.99,"",83,81,86,"Action, RPG",2009-11-18,81,15,2420
"1338","Torchlight",41500,1352393,1384291,31898,2.36,14.99,93,80,2.99,1389290,1109824,1062,482,1376104,30281,1092824,26997,3854,1605,963,53,456,40,14.99,"",83,81,80,"Action, RPG",2010-01-05,81,15,2372
"1339","Torchlight II",200710,3102388,3259042,156654,5.05,19.99,95,80,3.99,3219369,2907003,1533,690,3236603,46309,2926520,44056,48527,5698,1473,276,664,72,18.99,"",88,86,91,"Action, RPG",2012-09-20,86,20,1383
"1340","Total Annihilation",298030,41087,51423,10336,25.16,4.99,95,75,1.24,59632,41499,551,109,59214,6294,42396,5325,3679,1569,472,282,86,109,4.99,"Humongous Entertainment",86,88,NA,NA,1997-09-30,88,18,6852
"1341","Total War ATTILA",NA,737578,761011,23433,3.18,44.99,70,75,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Total War SHOGUN 2",NA,2802998,2830343,27345,0.98,24.99,92,75,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","Total War WARHAMMER",NA,716282,790470,74188,10.36,59.99,65,0,59.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Tower Unite",394690,23800,30492,6692,28.12,14.99,81,0,14.99,45051,42995,861,359,35213,4853,33636,4744,7008,2165,942,205,286,100,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","Tower Wars",214360,386827,392780,5953,1.54,7.99,74,75,1.99,384896,300776,351,125,391546,16177,305879,14300,1226,905,339,69,124,72,7.99,"",59,64,NA,NA,2012-08-14,64,3.5,1420
"1346","Town of Salem",334230,294129,305955,11826,4.02,4.99,90,33,3.34,399664,321339,1801,632,346522,15219,292214,13977,49053,5728,1551,334,614,88,5.99,"",NA,82,NA,NA,2014-12-15,82,NA,567
"1347","Toy Soldiers",98300,202433,209568,7135,3.52,9.99,90,90,0.99,214600,168427,390,174,214430,11974,168531,10616,1752,1082,387,50,133,63,8.99,"Microsoft Game Studios",71,74,80,"Shooter",2012-04-27,74,6,1529
"1348","TrackMania Stadium",232910,301645,320942,19297,6.4,9.99,90,50,4.99,314235,262829,1318,225,321996,14671,270841,13456,13840,3043,1036,293,243,102,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","TrackMania Valley",243360,87437,94318,6881,7.87,19.99,81,50,9.99,97953,60193,388,91,94076,7933,58338,6247,1575,1257,334,45,86,42,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","Train Valley",353640,22297,27391,5094,22.85,9.99,92,50,4.99,27479,24301,608,153,26278,4193,24176,4021,2277,1234,416,37,145,26,9.99,"",69,NA,NA,NA,2015-09-16,69,NA,292
"1351","Trainz Classic Cabon City",NA,26807,32042,5235,19.53,19.99,32,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","Trainz Settle Carlisle",NA,28310,34885,6575,23.23,19.99,35,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","Trainz Simulator 12",24670,151323,156336,5013,3.31,29.99,53,80,5.99,161137,71969,1152,72,161874,10405,73229,6999,1577,1027,1387,1059,81,1432,27.99,"",NA,51,NA,NA,2011-03-17,51,NA,1936
"1354","Trainz Trouble",319300,6513,12403,5890,90.43,4.99,89,80,0.99,9907,1122,40,56,9460,2515,1577,1027,0,0,92,0,171,0,4.99,"",NA,NA,NA,NA,2014-08-26,NA,NA,678
"1355","TRANSFORMERS Devastation",NA,27558,44187,16629,60.34,49.99,93,75,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","Transformers Fall of Cybertron",NA,163600,182436,18836,11.51,49.99,91,75,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Activision",78,79,85,"Shooter",2012-08-21,79,7.5,1413
"1357","Transformers War for Cybertron",NA,203435,222747,19312,9.49,19.99,89,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Activision",75,79,90,"Shooter",2010-06-22,79,8.5,2204
"1358","Transistor",237930,884141,924067,39926,4.52,19.99,95,75,4.99,1071690,780074,294,158,1067597,26684,770828,22684,14015,3062,290,131,151,39,18.99,"",83,83,90,"Action, RPG",2014-05-20,83,6,776
"1359","Trapped Dead",46540,132283,140057,7774,5.88,4.99,36,66,1.69,128423,87111,135,64,134369,9480,88120,7677,526,593,149,67,69,67,4.99,"",50,46,40,"Strategy",2011-02-25,46,2.5,1956
"1360","Tree of Life Beginning of a Journey",NA,70901,81140,10239,14.44,19.99,78,30,13.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","Trials 2 Second Edition",NA,110235,116542,6307,5.72,9.99,84,0,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,61,80,"Racing",2008-05-28,61,9,2959
"1362","Trine",35700,1410267,1446826,36559,2.59,14.99,96,85,2.24,1484252,1055614,290,172,1504166,31653,1071101,26728,11913,2823,275,93,157,56,12.99,"SouthPeak Games",80,82,82,"Platformer",2009-09-11,82,6,2488
"1363","Trine",35700,1410267,1446826,36559,2.59,14.99,96,85,2.24,1484252,1055614,290,172,1504166,31653,1071101,26728,11913,2823,275,93,157,56,12.99,"SouthPeak Games",80,82,82,"Platformer",2009-10-23,82,6,2446
"1364","Trine 2",35720,2476048,2500873,24825,1,19.99,96,85,2.99,2532575,1743155,371,189,2561953,41243,1743298,34064,17344,3406,359,112,190,58,16.99,"Frozenbyte, Inc.",84,84,90,"Action",2011-12-07,84,8,1671
"1365","Trine 2",35720,2476048,2500873,24825,1,19.99,96,85,2.99,2532575,1743155,371,189,2561953,41243,1743298,34064,17344,3406,359,112,190,58,16.99,"Frozenbyte, Inc.",84,84,90,"Adventure",2011-12-19,84,8,1659
"1366","Trine 3 The Artifacts of Power",NA,329956,352468,22512,6.82,21.99,66,75,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",68,75,NA,NA,2015-08-20,75,5,319
"1367","Tropico 3 Absolute Power",NA,325947,336964,11017,3.38,9.99,92,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",79,77,NA,NA,2010-05-17,77,12.5,2240
"1368","Tropico 5",245620,708766,755326,46560,6.57,24.99,74,75,6.24,844753,729415,1326,602,812523,23288,694972,21542,44673,5467,1265,354,610,129,22.99,"",75,70,72,"Strategy",2014-06-17,70,16,748
"1369","Trucks Trailers",NA,214959,235926,20967,9.75,6.99,63,75,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2014-06-04,NA,NA,761
"1370","Turba",58400,50858,58141,7283,14.32,4.99,33,75,1.24,59071,29722,57,18,59214,6294,33286,4719,0,0,71,0,21,0,3.99,"",76,77,NA,NA,2010-07-06,77,NA,2190
"1371","Turbo Dismount",263760,318932,325335,6403,2.01,9.99,93,60,3.99,327321,300776,600,203,311660,14434,286783,13846,13314,2984,509,69,189,19,9.99,"",NA,84,NA,NA,2014-01-10,84,NA,906
"1372","Turbo Pug",418070,139047,176492,37445,26.93,0.99,93,51,0.49,201140,124311,132,55,198663,11526,117902,8880,7533,2245,118,36,54,5,0.99,"",NA,NA,NA,NA,2015-11-09,NA,NA,238
"1373","Turmoil",361280,58374,67186,8812,15.1,9.99,89,20,7.99,143378,141135,540,319,131566,9381,128939,9286,32760,4681,447,207,316,113,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","Twilight Struggle",406290,21796,27132,5336,24.48,14.99,83,40,8.99,31031,28414,2063,226,28906,4397,25227,4108,2978,1411,933,673,212,194,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","Twin Sector",27900,78167,83207,5040,6.45,4.99,40,80,0.99,84681,29535,89,38,79010,7270,27329,4276,0,0,103,0,29,0,4.99,"",49,58,43,"Action",2010-11-02,58,10,2071
"1376","TWINKLE STAR SPRITES",366280,7516,13954,6438,85.66,7.99,88,0,7.99,17946,2243,26,17,15942,3266,3153,1452,502,983,78,40,52,40,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","Two Worlds II",7520,824514,850162,25648,3.11,19.99,62,0,19.99,872419,523040,710,175,864729,24023,513126,18515,8059,2322,737,391,184,276,19.99,"TopWare Interactive",76,65,60,"RPG",2011-02-08,65,32.5,1973
"1378","Two Worlds II Castle Defense",7530,180636,189671,9035,5,9.99,43,0,9.99,191046,31592,80,22,186225,11159,34862,4829,525,726,60,7,18,7,9.99,"",NA,58,65,"Strategy",2011-05-17,58,2.5,1875
"1379","Typer Shark Deluxe",NA,24803,31008,6205,25.02,4.99,88,75,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2002-11-01,NA,NA,4994
"1380","Ubersoldier II",281410,28060,34626,6566,23.4,9.99,72,90,0.99,34583,11216,400,42,31359,4580,10686,2674,502,983,161,1,40,1,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","UFO Afterlight",NA,298388,306471,8083,2.71,6.99,59,80,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TopWare Interactive",71,78,74,"Strategy",2007-06-11,78,36,3311
"1382","Ultimate Arena",385240,17537,24548,7011,39.98,2.99,84,69,0.61,59071,45425,233,209,65170,6603,51155,5850,9285,2492,210,185,197,84,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","Ultimate Chicken Horse",386940,36077,61242,25165,69.75,14.99,90,34,9.89,94401,87859,392,251,81813,7398,76732,7164,18395,3508,372,150,259,58,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","Uncrowded",370100,233499,243937,10438,4.47,0.99,27,51,0.49,242640,160015,138,115,241585,12709,153640,10137,1226,905,146,99,146,131,0.99,"",NA,NA,NA,NA,2015-05-11,NA,NA,420
"1385","Undead vs Plants",445840,7015,12145,5130,73.13,6.99,NA,0,6.99,11216,2358,19,19,9986,2584,1051,838,502,983,22,31,34,31,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","Undertale",391540,1557082,1700066,142984,9.18,9.99,96,30,6.99,1901675,1747828,916,569,1897814,35533,1733138,33965,159071,10314,896,219,555,65,9.99,"",93,83,100,"RPG",2016-11-03,83,6,NA
"1387","Universe Sandbox",72200,739833,750158,10325,1.4,9.99,81,0,9.99,727732,614637,642,57,759441,22517,642591,20716,5606,1936,885,1248,54,22,9.99,"",83,71,NA,NA,2011-04-29,71,9,1893
"1388","Universe Sandbox",72200,161846,176234,14388,8.89,24.99,94,20,19.99,727732,614637,642,57,759441,22517,642591,20716,5606,1936,885,1248,54,22,9.99,"",83,71,NA,NA,2011-04-29,71,9,1893
"1389","Unknown Battle",443940,171116,178818,7702,4.5,0.99,17,0,1.99,214600,16824,37,3,209700,11842,14365,3100,876,765,7,3,3,5,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","Unreal Gold",13250,264816,270811,5995,2.26,9.99,95,80,1.99,268997,90476,161,24,261031,13211,90748,7791,1927,1135,166,30,26,20,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","Unreal Tournament 2004",13230,361022,372366,11344,3.14,14.99,NA,80,2.99,367324,234975,576,122,350201,15300,218109,12077,5256,1875,832,113,124,36,14.99,"Atari",93,89,94,"Shooter",2004-03-16,89,15.5,4493
"1392","Unreal Tournament 3 Black Edition",NA,624336,634391,10055,1.61,19.99,NA,80,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","Unreal Tournament Game of the Year Edition",NA,315424,329728,14304,4.53,9.99,NA,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","Uplink",1510,605044,657131,52087,8.61,9.99,92,85,1.49,691093,309188,176,38,703381,21671,299222,14143,2628,1326,206,68,36,58,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","Urban Trial Freestyle",243450,163349,171066,7717,4.72,6.99,80,90,0.69,168988,120572,180,79,172210,10732,124033,9108,2102,1186,174,116,75,126,6.99,"Tate Multimedia",58,71,NA,NA,2013-09-18,71,4,1020
"1396","Urizen Shadows of the Cold",397700,24302,33334,9032,37.17,1.99,20,75,0.99,37761,24488,229,213,35213,4853,26103,4179,1402,968,220,174,212,246,1.99,"",NA,NA,NA,NA,2015-08-31,NA,NA,308
"1397","VA11 HALLA",NA,4259,15762,11503,270.09,14.99,97,0,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Vagrant Hearts",337980,5010,10336,5326,106.31,9.99,57,87,1.42,8225,3365,410,157,9285,2492,3854,1605,1004,1390,171,205,190,284,9.99,"",NA,NA,NA,NA,2011-04-14,NA,11.5,1908
"1399","Valdis Story Abyssal City",NA,158589,166414,7825,4.93,14.99,86,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",83,80,NA,NA,2013-10-30,80,10.5,978
"1400","Valkyria Chronicles",294860,773655,844219,70564,9.12,19.99,92,75,4.99,851108,557810,756,317,842480,23713,547814,19130,12614,2905,768,162,302,62,19.99,"",85,83,90,"Action, RPG",2014-11-11,83,31.5,601
"1401","Valkyria Chronicles",294860,773655,844219,70564,9.12,19.99,92,75,4.99,851108,557810,756,317,842480,23713,547814,19130,12614,2905,768,162,302,62,19.99,"",85,83,88,"Action, RPG",2014-11-26,83,31.5,586
"1402","Vampire Legends The True Story of Kisilova",NA,10021,18346,8325,83.08,9.99,86,50,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-12-03,NA,NA,214
"1403","Vampire The Masquerade Bloodlines",NA,504329,524568,20239,4.01,19.99,94,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Activision",80,90,84,"RPG",2004-11-17,90,24,4247
"1404","Vengeance Road",463350,29312,66669,37357,127.45,1.99,NA,40,1.19,81690,37574,233,205,71302,6906,30658,4529,2628,1326,194,115,191,116,0.49,"",NA,NA,NA,NA,2013-02-01,NA,NA,1249
"1405","Venice",3490,21546,26874,5328,24.73,4.99,81,75,1.24,28414,10655,480,19,26278,4193,8935,2445,0,0,480,0,49,0,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","Verdun",242860,441444,458415,16971,3.84,24.99,86,50,12.49,524722,494065,791,255,511725,18490,480191,17912,73054,6990,831,169,277,60,22.99,"",69,78,NA,NA,2015-04-28,78,NA,433
"1407","VERGELost chapter",NA,11274,20414,9140,81.07,1.99,47,75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-10-01,NA,NA,277
"1408","Vertiginous Golf",272890,395847,406475,10628,2.68,9.99,57,55,4.49,393869,109730,59,15,407313,16499,118077,8887,1543,1231,52,61,18,47,9.99,"",63,NA,NA,NA,2014-03-07,63,2.5,850
"1409","Victor Vran",345180,200679,214995,14316,7.13,19.99,90,75,4.99,233106,154220,635,282,230022,12402,154866,10177,5431,1906,550,245,292,107,19.99,"",75,75,NA,NA,2015-07-24,75,13,346
"1410","Victoria II",42960,359268,378050,18782,5.23,19.99,89,75,4.99,397047,277222,3167,432,390670,16158,263658,13277,21723,3812,3320,401,481,81,4.99,"",75,81,NA,NA,2010-08-13,81,26,2152
"1411","Victoria Revolutions",NA,126771,147550,20779,16.39,9.99,68,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GamersGate",NA,75,NA,NA,2006-08-17,75,13.5,3609
"1412","Viscera Cleanup Detail",246900,339977,347300,7323,2.15,12.99,93,30,9.09,388261,332929,456,225,368596,15696,309032,14373,11562,2781,464,143,218,100,12.99,"",NA,NA,NA,NA,2015-10-23,NA,8.5,255
"1413","Viscera Cleanup Detail Santas Rampage",NA,529382,537747,8365,1.58,2.49,91,50,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,59,NA,NA,2013-12-13,59,1.5,934
"1414","VRC PRO",335070,4760,9819,5059,106.28,44.99,81,0,44.99,6917,6543,751,233,7008,2165,6482,2082,550,1076,397,6,157,6,39.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","VVVVVV",70300,897169,918899,21730,2.42,4.99,96,75,1.24,928686,582111,130,45,933403,24956,589859,19849,3504,1531,148,60,45,25,4.99,"Terry Cavanagh",81,81,75,"Platformer",2010-01-11,81,2.5,2366
