,psraid,state,density,igender,irace,sex,qp2,age,q5,q29a,q29b,q29c,educ2,race3m1,income,party,ideo
2239,208457,Alabama,2,Female,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,35,Upper-middle class,Refused (VOL.),Refused (VOL.),Refused (VOL.),Don't know/Refused (VOL.),"Refused (e.g., non-race answers like American, Human, purple) (VOL.)","$150,000 or more",Don't know/Refused (VOL.),(VOL. DO NOT READ) Don't know/Refused
2240,208467,New Mexico,1,Male,White,Female,"Mitt Romney, the Republican",99,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Conservative
2241,208469,Oregon,2,Male,White,Male,"Mitt Romney, the Republican",46,Upper-middle class,No opinion/Don't know enough to say,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
2242,208488,Illinois,5,Female,Black or African-American,Male,"Mitt Romney, the Republican",20,Middle class,No opinion/Don't know enough to say,More likely,Less likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Republican,Moderate
2243,208499,South Carolina,2,Female,White,Female,"Mitt Romney, the Republican",37,Lower-middle class,Less likely,More likely,No opinion/Don't know enough to say,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Moderate
2244,208519,Maryland,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",28,Upper-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Very liberal?
2245,208527,Florida,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",22,Lower-middle class,Less likely,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","20 to under $30,000",Democrat,Moderate
2246,208564,Louisiana,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",56,Upper class,No opinion/Don't know enough to say,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,"Liberal, OR"
2247,208567,Washington,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",49,Lower-middle class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Conservative
2248,208584,California,1,Female,White,Male,"Mitt Romney, the Republican",39,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
2249,208595,Georgia,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",53,Middle class,No opinion/Don't know enough to say,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Independent,Moderate
2250,208610,Texas,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",69,Middle class,More likely,No opinion/Don't know enough to say,Less likely,"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Conservative
2251,208612,Kentucky,2,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",59,Upper class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),(VOL. DO NOT READ) Don't know/Refused
2252,208616,Texas,4,Female,Black or African-American,Female,"Mitt Romney, the Republican",38,Middle class,No opinion/Don't know enough to say,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,Moderate
2253,208634,Kentucky,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",55,Middle class,No opinion/Don't know enough to say,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Conservative
2254,208648,Maryland,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",71,Middle class,More likely,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Republican,Conservative
2255,208666,Pennsylvania,5,Male,White,Male,[VOL. DO NOT READ] Other candidate,25,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,(VOL. DO NOT READ) Don't know/Refused
2256,208677,Maryland,4,Female,White,Male,"Mitt Romney, the Republican",47,Upper-middle class,No opinion/Don't know enough to say,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
2257,208686,Michigan,5,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",51,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","10 to under $20,000",Democrat,"Liberal, OR"
2258,208687,Virginia,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",32,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,Moderate
2259,208691,Virginia,4,Female,Some other race,Female,"Mitt Romney, the Republican",29,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",No preference (VOL.),Very conservative
2260,208693,New Mexico,1,Female,White,Female,"Mitt Romney, the Republican",32,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Republican,Conservative
2261,208702,New York,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",57,Upper-middle class,No opinion/Don't know enough to say,More likely,More likely,"Some postgraduate or professional schooling, no postgraduate degree","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Democrat,Conservative
2262,208714,Texas,3,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",37,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","100 to under $150,000",Independent,Moderate
2263,208718,New York,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",52,Lower-middle class,No opinion/Don't know enough to say,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
2264,208736,Texas,1,Female,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,23,Lower class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Moderate
2265,208738,Iowa,2,Female,Black or African-American,Female,"Mitt Romney, the Republican",99,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Conservative
2266,208749,Wisconsin,2,Female,White,Female,"Barack Obama, the Democrat [OR]",80,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,"Liberal, OR"
2267,208751,Maryland,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",47,Middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,Moderate
2268,208756,District of Columbia,5,Female,White,Male,"Barack Obama, the Democrat [OR]",36,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Democrat,"Liberal, OR"
2269,208758,Texas,4,Female,Black or African-American,Female,"Mitt Romney, the Republican",19,Middle class,Less likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Moderate
2270,208761,Tennessee,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",42,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
2271,208762,Virginia,2,Male,Black or African-American,Female,[VOL. DO NOT READ] Other candidate,55,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
2272,208777,California,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",33,Middle class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
2273,208778,New York,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",37,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Independent,Moderate
2274,208799,California,5,Male,White,Male,"Mitt Romney, the Republican",72,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Moderate
