"dba","inspection.date","camis","boro","zipcode","cuisine.type","score","grade"
"WING LEE KITCHEN",2016-08-29,41232100,"QUEENS",11368,"Chinese",9,"A"
"WING LING",2015-12-29,50002512,"BRONX",10452,"Chinese",8,"A"
"Wing Luck Restaurant",2016-02-22,50001886,"BROOKLYN",11212,"Chinese",13,"A"
"WING WAGON",2016-08-15,41250984,"BROOKLYN",11238,"American",7,"A"
"WING WAH",2016-03-22,41563809,"MANHATTAN",10035,"Chinese",5,"A"
"WING WAH KITCHEN I",2015-09-10,41141976,"QUEENS",11420,"Chinese",9,"A"
"WING WAH RESTAURANT",2015-11-24,41508168,"QUEENS",11375,"Chinese",12,"A"
"WING WORLD",2016-06-27,50019174,"STATEN ISLAND",10314,"American",9,"A"
"WING XIN CHINESE RESTAURANT",2016-02-22,50044448,"BROOKLYN",11219,"Chinese",9,"A"
"WING YUM LIN'S RESTAURANT",2016-02-16,50045571,"QUEENS",11418,"Chinese",7,"A"
"WINGRITE",2016-06-09,50047847,"STATEN ISLAND",10302,"Other",12,"A"
"WINGSTOP",2016-09-12,50012784,"BROOKLYN",11216,"Other",23,"B"
"WINGSTOP RESTAURANT",2016-06-24,50051939,"BROOKLYN",11206,"American",14,"B"
"WINGTIPS LOUNGE",2016-04-07,50035277,"QUEENS",11430,"American",4,"A"
"WINNER'S CIRCLE COFFEE SHOP",2016-04-07,41611698,"QUEENS",11420,"American",2,"A"
"WINNERS BAR",2016-04-07,41046225,"QUEENS",11373,"Other",5,"A"
"WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN",2015-09-01,41184311,"MANHATTAN",10029,"Caribbean",9,"A"
"WINTER GARDEN THEATER",2015-11-24,40482600,"MANHATTAN",10019,"American",7,"A"
"WISE ESPRESSO BAR",2016-03-04,50007736,"BROOKLYN",11235,"Other",8,"A"
"WISE MEN",2016-05-27,41710298,"MANHATTAN",10003,"American",9,"A"
"WISEFISH POKE",2016-07-15,50044766,"MANHATTAN",10011,"Other",13,"A"
"WISH 37 RESTAURANT/BAR",2016-04-15,41611472,"BRONX",10454,"American",9,"A"
"WITLOF",2016-09-22,50034266,"BROOKLYN",11249,"French",12,"A"
"WO HOP 17",2016-05-20,41320866,"MANHATTAN",10013,"Chinese",13,"A"
"WO HOP CHINESE RESTAURANT",2016-07-06,41363877,"BROOKLYN",11208,"Chinese",12,"A"
"WO HOP CITY",2016-09-21,41596870,"MANHATTAN",10013,"Chinese",13,"A"
"WO KAI CHINESE RESTAURANT",2016-04-13,50009712,"BRONX",10456,"Chinese",11,"A"
"WO KEE NOODLE",2016-08-23,50049523,"QUEENS",11366,"Chinese",58,"C"
"WOGIES",2016-09-20,41011581,"MANHATTAN",10014,"American",7,"A"
"WOGIES BAR & GRILL",2016-03-23,50005564,"MANHATTAN",10006,"American",12,"A"
"WOK & ROLL",2016-08-19,41573305,"QUEENS",11430,"Asian",23,"B"
"WOK 88",2016-05-02,41394018,"MANHATTAN",10128,"Chinese",12,"A"
"WOK CHINESE RESTAURANT",2015-10-28,41688672,"QUEENS",11372,"Chinese",7,"A"
"WOK CITY",2016-05-27,50041999,"MANHATTAN",10023,"Chinese",2,"A"
"WOK N ROLL KITCHEN",2016-04-01,41636803,"BROOKLYN",11226,"Chinese",10,"A"
"WOK TO WALK",2016-09-19,50009544,"MANHATTAN",10017,"Asian",28,"C"
"WOK WOK RESTAURANT",2016-06-23,41412588,"BRONX",10467,"Chinese",12,"A"
"WOK WOK SOUTHEAST ASIAN KITCHEN",2016-06-15,50038029,"MANHATTAN",10013,"Asian",12,"A"
"WOLF & LAMB",2016-02-25,41662163,"BROOKLYN",11230,"Jewish/Kosher",5,"A"
"WOLF AND DEER BROOKLYN",2016-06-12,41597953,"BROOKLYN",11217,"American",12,"A"
"WOLF AND LAMB",2015-11-12,40668380,"MANHATTAN",10017,"American",7,"A"
"WOLFETONE'S IRISH PUB & KITCHEN",2016-03-02,50034637,"MANHATTAN",10016,"American",5,"A"
"WOLFGANG'S STEAK HOUSE",2016-05-16,41001087,"MANHATTAN",10016,"American",3,"A"
"WOLFGANG'S STEAKHOUSE",2016-06-13,41180080,"MANHATTAN",10013,"American",7,"A"
"WOLFGANG'S STEAKHOUSE BOUTIQUE",2016-07-29,50036578,"MANHATTAN",10017,"American",9,"A"
"WOLFGANG PUCK EXPRESS",2016-07-21,41298236,"QUEENS",11430,"American",8,"A"
"WOLFNIGHTS",2015-11-18,50000551,"MANHATTAN",10002,"American",12,"A"
"WOMENS NATL. REPUBLICAN CLUB",2016-01-26,40402375,"MANHATTAN",10019,"American",2,"A"
"WONDEE SIAM",2016-08-30,50051480,"MANHATTAN",10019,"Southeast Asian (Thai, Viet, Malaysia, etc)",9,"A"
"WONDEE SIAM II",2016-09-09,40871795,"MANHATTAN",10019,"Southeast Asian (Thai, Viet, Malaysia, etc)",4,"A"
"WONDER FRIED CHICKEN",2016-02-23,50044420,"MANHATTAN",10026,"Other",13,"A"
"WONDERFUL ASIA RESTAURANT",2015-10-02,41697551,"BROOKLYN",11216,"Chinese",12,"A"
"WONDERFUL RESTAURANT",2016-09-22,50007604,"BRONX",10470,"Chinese",8,"A"
"WONG'S KITCHEN",2015-11-10,41711191,"BROOKLYN",11210,"Chinese",10,"A"
"WONG GOOD HAND PULL NOODLE",2016-03-25,41504558,"BROOKLYN",11220,"Chinese",12,"A"
"WONG KEE RESTAURANT",2016-08-05,50035866,"MANHATTAN",10013,"Chinese",12,"A"
"WONG NAIL & TEA SPA",2016-07-12,50038711,"BRONX",10462,"Cafe/Coffee/Tea",10,"A"
"WONG WONG NOODLE SHOP",2016-08-17,41352978,"BROOKLYN",11220,"Chinese",12,"A"
"WONTON NOODLE GARDEN",2016-04-22,50017060,"MANHATTAN",10013,"Chinese",13,"A"
"WOO CHON RESTAURANT",2016-08-25,40601696,"QUEENS",11355,"Korean",8,"A"
"WOOD AND ALES",2016-03-15,50010422,"MANHATTAN",10011,"American",10,"A"
"WOOD BINE CATERERS",2016-05-28,40402238,"BROOKLYN",11226,"American",5,"A"
"WOODBINES",2015-09-17,50001950,"QUEENS",11101,"American",8,"A"
"WOODHAVEN HOUSE",2016-04-21,41004014,"QUEENS",11374,"European (Irish, English, German, etc)",13,"A"
"WOODHAVEN MANOR CATERS AND BANQUET",2016-04-12,50000125,"QUEENS",11421,"American",8,"A"
"WOODLAND",2016-06-25,41612180,"BROOKLYN",11217,"American",19,"B"
"WOODLAWN CAFE",2016-02-20,40512207,"BRONX",10467,"American",5,"A"
"WOODROW DINER",2016-04-14,40510804,"STATEN ISLAND",10309,"American",16,"B"
"WOODROWS",2016-04-07,41640927,"MANHATTAN",10007,"American",9,"A"
"WOODSIDE CAFE",2016-09-02,41377918,"QUEENS",11377,"American",10,"A"
"WOODSIDE CAFE RESTAURANT",2016-08-24,41633655,"QUEENS",11377,"South Asian (Indian, Pakistani, Afghan, etc)",22,"B"
"WOODSIDE KITCHEN",2016-04-22,41246771,"QUEENS",11373,"Chinese",10,"A"
"WOODSIDE PIZZA",2015-11-23,41559082,"QUEENS",11377,"Italian",11,"A"
"WOODWORK",2016-09-13,41462626,"BROOKLYN",11238,"American",21,"B"
"WOOLWORTH TOWER KITCHEN",2016-09-06,41156699,"MANHATTAN",10002,"American",9,"A"
"WOOPS BAKESHOP",2016-08-01,50039706,"BROOKLYN",11215,"Bakery",5,"A"
"WOOPS! BAKESHOP",2016-08-26,50034858,"MANHATTAN",10065,"Bakery",21,"B"
"WOORIJIP",2015-09-14,41280221,"MANHATTAN",10001,"Korean",13,"A"
"WORLD'S FAIR MARKET",2016-06-07,41395384,"QUEENS",11368,"American",6,"A"
"WORLD AMERICA KITCHEN",2016-08-30,41709426,"QUEENS",11420,"Chinese",9,"A"
"WORLD BEAN",2016-02-19,41514937,"QUEENS",11369,"Cafe/Coffee/Tea",11,"A"
"WORLD BEAN MAIN",2015-09-29,50002430,"QUEENS",11430,"American",5,"A"
"WORLD FAIR MARINA RESTAURANT & BANQUET",2016-08-11,40947943,"QUEENS",11368,"South Asian (Indian, Pakistani, Afghan, etc)",22,"B"
"WORLD FAMOUS NEW ORLEANS CHICKEN",2015-12-02,41483790,"BRONX",10473,"Other",10,"A"
"WORLD ICE CAFE AT FLUSHING MEADOWS CORONA PARK AQUATIC CENTER",2016-04-15,41386957,"QUEENS",11368,"American",5,"A"
"WORLD MARKET",2016-08-25,41521059,"QUEENS",11369,"American",10,"A"
"WORLD PIE",2015-10-14,41241252,"BROOKLYN",11231,"Pizza",2,"A"
"WORLD YACHT - ST. CHARLES",2016-06-22,41634862,"MANHATTAN",10019,"American",18,"B"
"WORLD YACHT DUCHESS",2016-08-20,41659498,"MANHATTAN",10019,"American",12,"A"
"WORLD YACHT PRINCESS",2016-05-29,41659494,"MANHATTAN",10019,"American",6,"A"
"WORLDBEAN",2015-12-01,41194917,"QUEENS",11369,"Cafe/Coffee/Tea",2,"A"
"WRAP N ROLL",2016-05-26,50034055,"BROOKLYN",11229,"Jewish/Kosher",9,"A"
"WRAP N RUN GRILL",2016-03-23,40604004,"MANHATTAN",10075,"American",12,"A"
"WRAPIDO",2016-09-13,41594825,"MANHATTAN",10011,"Mediterranean",32,"C"
"WRAY'S CARIBBEAN AND SEAFOOD CUISINE",2016-08-26,41577304,"BROOKLYN",11205,"Caribbean",13,"A"
"WTF COFFEE & TEA",2016-06-03,41530574,"BROOKLYN",11205,"Cafe/Coffee/Tea",15,"B"
"WU'S WONTON KING",2016-04-08,50045647,"MANHATTAN",10002,"Chinese",22,"B"
"WU LA BU HUAN",2016-09-19,50043898,"BROOKLYN",11220,"Chinese",31,"C"
"WU LA BU HUAN II",2016-03-22,50046079,"QUEENS",11354,"Chinese",13,"A"
"WU LIANG YE RESTAURANT",2016-06-10,40826684,"MANHATTAN",10036,"Chinese",13,"A"
"WXOU RADIO",2016-09-13,41381373,"MANHATTAN",10014,"American",12,"A"
"WXYZ BAR",2016-07-27,50017226,"MANHATTAN",10038,"American",24,"B"
"WYCKOFF STARR",2016-06-07,41216820,"BROOKLYN",11237,"Cafe/Coffee/Tea",13,"A"
"WYTHE DINER/ LA ESQUINA",2016-07-19,41635064,"BROOKLYN",11249,"Mexican",13,"A"
"WYTHE HOTEL BAR",2016-05-28,41647897,"BROOKLYN",11249,"Other",7,"A"
"X CAFFE",2016-07-27,41312472,"MANHATTAN",10032,"Cafe/Coffee/Tea",10,"A"
"XAHAR HALAL THAI",2015-11-05,50042224,"QUEENS",11421,"Southeast Asian (Thai, Viet, Malaysia, etc)",13,"A"
"XAI XAI WINE BAR",2016-05-27,50005405,"MANHATTAN",10019,"American",13,"A"
"XANADU COFFEE",2016-04-27,50034426,"MANHATTAN",10011,"Cafe/Coffee/Tea",9,"A"
"XCELLENT SOUL FOOD CORP",2016-09-13,50018528,"BROOKLYN",11233,"Other",75,"C"
"XE LUA RESTAURANT",2016-09-15,50004699,"MANHATTAN",10013,"Southeast Asian (Thai, Viet, Malaysia, etc)",5,"A"
"XE MAY",2016-01-26,41627061,"MANHATTAN",10009,"Delicatessen",12,"A"
"XELA JU RESTAURANT",2016-08-08,41700146,"QUEENS",11432,"Spanish",12,"A"
"XHALE HOOKAH LOUNGE",2016-04-07,50003207,"QUEENS",11375,"American",13,"A"
"XI'AN FAMOUS FOOD",2016-05-04,50045709,"MANHATTAN",10012,"Chinese",2,"A"
"XI'AN FAMOUS FOODS",2016-09-19,50015081,"MANHATTAN",10075,"Chinese",7,"A"
"XIAN FAMOUS FOODS",2016-04-04,50004480,"MANHATTAN",10025,"Chinese",7,"A"
"XIANG BA LA RESTAURANT",2016-09-06,50008339,"QUEENS",11354,"Chinese",25,"B"
"XIANG DRAGON CHINESE RESTAURANT",2015-11-23,41537952,"MANHATTAN",10035,"Chinese",13,"A"
"XIANGYI NOODLE",2016-03-29,50015977,"QUEENS",11354,"Chinese",10,"A"
"XIAO LE YUAN BAKERY",2016-09-01,50005058,"BROOKLYN",11220,"Chinese",9,"A"
"XIAO WEI MALA YABU",2015-09-04,50014027,"QUEENS",11354,"Chinese",4,"A"
"XIME DELI",2015-11-13,50034179,"BRONX",10454,"Mexican",10,"A"
"XIN",2016-08-31,50053144,"BROOKLYN",11209,"Chinese",22,"B"
"XIN BAO",2016-04-11,50044142,"QUEENS",11434,"Chinese",12,"A"
"XIN FA BAKERY",2016-07-20,41424918,"BROOKLYN",11220,"Bakery",3,"A"
"XIN HI CHINESE BUFFETT",2016-09-23,50047924,"BRONX",10475,"Chinese",21,"B"
"XIN HING RESTAURANT",2016-09-22,40941277,"BRONX",10452,"Chinese",9,"A"
"XIN LI",2016-06-04,50038267,"BROOKLYN",11220,"Chinese",13,"A"
"XIN RONG",2016-01-27,41705814,"BRONX",10474,"Chinese",7,"A"
"XIN SHUN DA RESTAURANT",2016-08-04,50048872,"QUEENS",11355,"Chinese",9,"A"
"Xin Xing",2016-05-17,50012078,"BRONX",10458,"Chinese",11,"A"
"XIN XING 88 CHINESE RESTAURANT",2016-03-08,41350870,"QUEENS",11423,"Chinese",12,"A"
"XIN YA RESTAURANT",2016-06-28,50015200,"BRONX",10474,"Chinese",10,"A"
"XING'S CHEF CHINESE FOOD",2016-09-16,50001179,"QUEENS",11105,"Chinese",6,"A"
"XING DRAGON",2016-04-04,41637456,"MANHATTAN",10029,"Chinese",12,"A"
"XING HUI LINDA KITCHEN",2016-05-05,41658672,"BRONX",10465,"Chinese",12,"A"
"XING LONG CHINESE RESTUARANT",2016-08-23,50017865,"BRONX",10456,"Chinese",12,"A"
"XING LUNG CHINESE RESTAURANT",2016-07-21,40924394,"BROOKLYN",11233,"Chinese",12,"A"
"XING QI BA",2016-08-31,50044558,"BROOKLYN",11220,"Chinese",25,"B"
"XING SHENG",2016-08-04,50000224,"BRONX",10452,"Chinese",13,"A"
"XING WANG FUZHOU CUISINE",2016-04-22,50003622,"QUEENS",11355,"Chinese",12,"A"
"XING WANG NO.1",2016-03-01,50001253,"BRONX",10453,"Chinese",13,"A"
"Xing Wang Restaurant",2016-09-22,50044418,"BROOKLYN",11221,"Chinese",19,"B"
"XING WONG BBQ",2016-05-12,50003580,"MANHATTAN",10002,"Chinese",24,"B"
"XING XIANG RESTAURANT",2016-08-30,50017064,"BROOKLYN",11220,"Chinese",12,"A"
"XING XING CHINESE RESTAURANT",2015-11-21,41647183,"QUEENS",11693,"Chinese",11,"A"
"XING XING RESTAURANT",2015-10-09,50001163,"BROOKLYN",11220,"Chinese",12,"A"
"XINGYUN",2016-04-12,41710905,"QUEENS",11355,"Chinese",10,"A"
"XIUN WEI CHINESE RESTAURANT",2016-06-01,50014014,"BRONX",10461,"Chinese",10,"A"
"XIXA",2016-03-23,41662349,"BROOKLYN",11211,"American",9,"A"
"XL 35-35",2016-09-22,50055293,"QUEENS",11101,"American",3,"A"
"XL NIGHT CLUB",2015-10-17,41641292,"MANHATTAN",10036,"American",12,"A"
"XM CAFE",2015-11-25,50040745,"BRONX",10456,"American",3,"A"
"XO",2015-10-14,50033254,"QUEENS",11358,"Asian",10,"A"
"XO CREPERIE",2015-12-30,40974644,"BROOKLYN",11235,"French",8,"A"
"XO RESTAURANT",2016-08-05,41553479,"MANHATTAN",10013,"Chinese",6,"A"
"XO TASTE",2015-10-28,41600677,"MANHATTAN",10013,"Chinese",7,"A"
"XOCHIL PIZZA",2016-01-04,50011100,"BROOKLYN",11220,"Pizza",11,"A"
"XOCHIMILCO FAMILY REST",2016-01-07,41288582,"BRONX",10455,"Mexican",13,"A"
"XOCHITL TAQUERIA",2016-04-13,50011548,"BROOKLYN",11238,"Mexican",18,"B"
"XPRESSIONS",2015-11-04,41138049,"BRONX",10466,"Caribbean",9,"A"
"XS CAFE",2016-07-27,50049679,"QUEENS",11419,"Cafe/Coffee/Tea",32,"C"
"XSTASY BAR & LOUNGE",2016-06-03,50037659,"BROOKLYN",11232,"American",19,"B"
"XTRA CHEESE PIZZERIA",2016-03-16,40593817,"QUEENS",11354,"Pizza",12,"A"
"XUEYUAN FOOD",2016-09-21,50052194,"QUEENS",11354,"Chinese",10,"A"
"XYZ",2015-10-21,50039654,"MANHATTAN",10009,"Spanish",8,"A"
"Y & M BAKERY",2016-08-12,41639563,"BROOKLYN",11204,"Bakery",12,"A"
"Y & Y BAKERY",2016-04-28,41626723,"BROOKLYN",11219,"Bakery",9,"A"
"Y & Y GLATT KOSHER CATERING",2016-06-30,41322047,"MANHATTAN",10040,"Jewish/Kosher",7,"A"
"Y CAFE",2016-03-18,50037343,"MANHATTAN",10009,"Asian",9,"A"
"Y J FRIED FISH",2016-04-09,41252528,"QUEENS",11432,"Seafood",10,"A"
"YA SHI RESTAURANT",2016-03-14,41673642,"QUEENS",11354,"Korean",12,"A"
"YAAR INDIAN RESTAURANT",2016-01-28,50042521,"QUEENS",11105,"South Asian (Indian, Pakistani, Afghan, etc)",8,"A"
"YAHOO NYC CAFE",2016-03-28,50039632,"MANHATTAN",10036,"American",10,"A"
"YAKINIKU FUTAGO",2016-06-28,50034945,"MANHATTAN",10011,"Japanese",9,"A"
"YAKINIKU GEN",2016-01-30,41719787,"MANHATTAN",10022,"Japanese",12,"A"
"YAKINIKU WEST RESTAURANT",2016-09-21,40892845,"MANHATTAN",10003,"Japanese",20,"B"
"YAKITORI SUN-CHAN",2016-03-16,41011076,"MANHATTAN",10025,"Japanese",22,"B"
"YAKITORI TAISHO",2016-08-19,40560896,"MANHATTAN",10003,"Japanese",0,"A"
"YAKITORI TORA",2016-08-30,50015592,"MANHATTAN",10012,"Japanese",8,"A"
"YAKITORI TOTTO",2016-01-27,41718215,"MANHATTAN",10019,"Japanese",4,"A"
"YALE CLUB",2016-04-08,40402610,"MANHATTAN",10017,"American",9,"A"
"YAMA",2016-03-14,41177613,"MANHATTAN",10017,"Japanese",9,"A"
"YAMA JAPANESE RESTAURANT'",2016-02-22,40388818,"MANHATTAN",10003,"Japanese",25,"B"
"YAMADA JAPANESE RESTAURANT",2016-08-09,41581902,"BRONX",10465,"Japanese",0,"A"
"YAMASHIRO",2016-08-05,41671459,"BROOKLYN",11205,"Japanese",12,"A"
"YAMATO",2016-08-24,41403341,"BROOKLYN",11215,"Japanese",25,"B"
"YAMATO JAPANESE CUISINE",2016-06-29,41288039,"QUEENS",11358,"Japanese",11,"A"
"YAMI-ICHI",2016-05-02,50047624,"BROOKLYN",11215,"Japanese",3,"A"
"YAN KEE BEEF JERKY",2016-05-04,50032584,"MANHATTAN",10002,"Asian",13,"A"
"YANG'S GOOD TASTE",2016-09-12,50000758,"BRONX",10458,"Chinese",11,"A"
"YANG'S HAPPY GARDEN",2015-11-04,50002081,"BRONX",10469,"Chinese",2,"A"
"YANG GARDEN",2016-05-04,41710319,"MANHATTAN",10033,"Chinese",10,"A"
"YANG GUANG RESTAURANT",2016-08-17,50043526,"QUEENS",11354,"Korean",30,"C"
"YANG KEE'S NO.1 CHINESE KITCHEN",2015-10-17,41708214,"QUEENS",11416,"Chinese",4,"A"
"YANG NO 1 ASIAN RESTAURANT",2016-03-23,50035525,"BROOKLYN",11217,"Chinese",10,"A"
"Yang Yang Noodle",2016-02-23,50016675,"QUEENS",11354,"Chinese",8,"A"
"YANKARI SQUARE SOUL 2 SOUL",2016-06-11,41001276,"BROOKLYN",11221,"American",0,"A"
"YANKEE BAR & GRILL/MONUMENTAL EMPANADAS",2016-09-14,41572498,"BRONX",10451,"American",13,"A"
"YANKEE CLIPPER",2015-10-22,40379994,"QUEENS",11371,"American",7,"A"
"YANKEE JZ PIZZA",2016-04-26,40372631,"BRONX",10472,"Pizza",20,"B"
"YANKEE PIZZA RESTAURANT",2016-06-28,50019052,"MANHATTAN",10009,"Pizza",10,"A"
"YANKEE TAVERN",2015-10-08,40365499,"BRONX",10451,"American",9,"A"
"YANKEES CLUBHOUSE KITCHEN",2016-05-25,41396647,"BRONX",10451,"American",4,"A"
"YANKY'S PIZZA",2016-03-23,50005349,"BROOKLYN",11204,"Jewish/Kosher",12,"A"
"YAO GARDEN",2016-09-21,50040550,"BRONX",10463,"Chinese",20,"B"
"YARD STYLE JAMAICAN RESTAURANT",2016-03-02,41068989,"BROOKLYN",11236,"Caribbean",5,"A"
"YARDIE JAMAICAN RESTAURANT",2016-08-17,50054153,"BROOKLYN",11208,"Caribbean",16,"B"
"YARDIES JERK",2016-05-05,50033580,"QUEENS",11412,"Caribbean",16,"B"
"YASHA RAMAN",2016-07-14,50000112,"MANHATTAN",10025,"Japanese",23,"B"
"YASHIN",2016-07-06,50045594,"BROOKLYN",11215,"Japanese",18,"B"
"YASO TANGBAO",2016-09-16,50041422,"BROOKLYN",11201,"Chinese",20,"B"
"YAYA TEA",2016-08-04,50043873,"BROOKLYN",11214,"Cafe/Coffee/Tea",10,"A"
"YAYO'S AT 59 RESTAURANT",2015-10-08,50032591,"BROOKLYN",11220,"Latin",12,"A"
"YAYO'S LATIN CUISINE",2016-08-24,40928079,"BROOKLYN",11217,"Latin",13,"A"
"YE GARDEN",2015-09-30,50038300,"QUEENS",11385,"Chinese",7,"A"
"YE MEI BAKERY",2016-08-02,41154901,"QUEENS",11373,"Bakery",19,"B"
"YEAH SHANGHAI DELUXE",2016-06-13,41693250,"MANHATTAN",10013,"Chinese",25,"B"
"YEBISU RAMEN",2016-09-15,50043360,"BROOKLYN",11217,"Japanese",45,"C"
"YEDANG",2016-05-02,50007319,"QUEENS",11361,"Korean",10,"A"
"YEDON",2016-04-28,41548181,"QUEENS",11361,"Korean",8,"A"
"YEE GARDEN",2016-07-15,50033149,"QUEENS",11379,"Chinese",10,"A"
"YEE LI RESTAURANT",2016-09-23,41355668,"MANHATTAN",10013,"Chinese",39,"C"
"YEE MEI FONG TAIWAN BAKERY",2016-07-26,41583748,"QUEENS",11354,"Bakery",9,"A"
"YEFSI ESTIATORIO",2015-09-04,41637080,"MANHATTAN",10075,"Mediterranean",12,"A"
"YEH'S BAKERY",2016-04-25,40936053,"QUEENS",11355,"Bakery",3,"A"
"YELLOW MAGNOLIA CANTEEN",2016-05-12,50016003,"BROOKLYN",11225,"Middle Eastern",6,"A"
"YEMEN ALSAED CAFE",2016-03-09,41648221,"BROOKLYN",11209,"Middle Eastern",13,"A"
"YEMEN CAFE & RESTAURANT",2016-04-18,41480427,"BROOKLYN",11201,"Middle Eastern",9,"A"
"YEMEN CUISINE",2016-03-11,40888097,"BROOKLYN",11201,"Middle Eastern",3,"A"
"YER MAN'S IRISH PUB",2016-05-12,41074128,"QUEENS",11385,"European (Irish, English, German, etc)",13,"A"
"YERAS",2016-07-28,50048351,"QUEENS",11372,"Spanish",10,"A"
"YERBA BUENA",2016-06-14,41343767,"MANHATTAN",10009,"Latin",4,"A"
"YES GARDEN",2016-05-24,50042074,"STATEN ISLAND",10304,"Chinese",12,"A"
"YET-NAL JJAJANG",2016-09-01,41651831,"QUEENS",11355,"Korean",26,"B"
"YI CAFE",2016-01-21,50037262,"BROOKLYN",11219,"Chinese",10,"A"
"YI HONG RESTAURANT",2016-06-23,41499313,"BROOKLYN",11236,"Chinese",9,"A"
"YI LAN HALAL RESTAURANT",2016-06-16,41510637,"QUEENS",11355,"Chinese",13,"A"
"YI MEI YUM GOURMET",2016-03-23,41161706,"MANHATTAN",10002,"Chinese",9,"A"
"YI MIN KITCHEN",2016-09-22,41473842,"BROOKLYN",11218,"Chinese",3,"A"
"YI ZHANG FISHBALL",2016-09-02,41629114,"MANHATTAN",10002,"Chinese",17,"B"
"YI ZHANG FISHBALL & SNACKS RESTAURANT",2016-02-22,50002696,"MANHATTAN",10002,"Chinese",16,"B"
"YIASOU",2016-07-13,41092840,"BROOKLYN",11235,"Mediterranean",13,"A"
"YIP'S RESTAURANT",2016-06-13,41110390,"MANHATTAN",10004,"Asian",8,"A"
"YIP SZECHUAN RESTAURANT",2016-02-25,41552659,"QUEENS",11385,"Chinese",12,"A"
"YIYI RANG",2016-03-30,40942756,"QUEENS",11358,"Korean",2,"A"
"YMC GOOD TASTE CHINESE RESTAURANT",2016-04-05,50001994,"QUEENS",11361,"Chinese",12,"A"
"YN",2016-06-06,41637061,"MANHATTAN",10012,"Italian",13,"A"
"YO-BURGER",2015-10-20,41641062,"BRONX",10463,"American",8,"A"
"YO-YO FRITAILLE",2016-08-29,41495562,"BROOKLYN",11226,"Other",34,"C"
"YOFRESH NEW YORK",2016-04-11,50009920,"BROOKLYN",11220,"Juice/Smoothies/Ice Cream/Yogurt",10,"A"
"YOFRESH YOGURT CAFE",2016-08-10,50037446,"QUEENS",11385,"Juice/Smoothies/Ice Cream/Yogurt",10,"A"
"YOGI RESTAURANT",2016-09-01,41164643,"QUEENS",11433,"Caribbean",9,"A"
"Yogurt City",2015-10-14,50012167,"STATEN ISLAND",10306,"American",11,"A"
"YOGURT CITY",2016-08-31,50053453,"BROOKLYN",11235,"Juice/Smoothies/Ice Cream/Yogurt",7,"A"
"YOGURT COUTURE",2016-05-11,50033794,"QUEENS",11360,"Juice/Smoothies/Ice Cream/Yogurt",12,"A"
"YOGURT LA CREPE",2016-05-04,50008479,"QUEENS",11105,"Juice/Smoothies/Ice Cream/Yogurt",9,"A"
"YOGURTBERRY",2016-06-13,50034542,"QUEENS",11372,"Juice/Smoothies/Ice Cream/Yogurt",24,"B"
"YOGURTLAND",2016-08-17,50003976,"MANHATTAN",10025,"Juice/Smoothies/Ice Cream/Yogurt",12,"A"
"YOKOHAMA JAPANESE RESTAURANT",2015-12-02,40927698,"BRONX",10463,"Japanese",12,"A"
"YOLA'S CAFE",2016-03-01,41614516,"BROOKLYN",11211,"Mexican",13,"A"
"YOLANDA PIZZERIA RESTAURANT",2016-08-05,40594879,"BRONX",10451,"Pizza",15,"B"
"YOLANDA RESTAURANT",2016-07-01,50001637,"BROOKLYN",11207,"Spanish",18,"B"
"YOLI RESTAURANT",2016-03-18,41014435,"MANHATTAN",10009,"Latin",12,"A"
"YOLIE'S BAR & RESTAURANT",2016-09-16,41403222,"BROOKLYN",11203,"Other",9,"A"
"YOMARIS RESTAURANT",2016-06-14,41188437,"BROOKLYN",11215,"Spanish",9,"A"
"Yomi Station",2015-12-22,50001578,"QUEENS",11373,"American",12,"A"
"YONAH SHIMMELS KNISHES",2016-05-27,40544576,"MANHATTAN",10002,"Other",13,"A"
"YONEKICHI",2015-11-10,50013226,"MANHATTAN",10003,"Japanese",7,"A"
"YONG SHENG CHINESE RESTAURANT",2016-08-24,50045818,"QUEENS",11419,"Chinese",7,"A"
"YONG SHENG RESTAURANT",2016-07-07,41201169,"MANHATTAN",10039,"Chinese",12,"A"
"YOO EVERGREEN",2016-09-20,50050524,"BROOKLYN",11212,"American",25,"B"
"YOOBERRY FROZEN YOGURT",2016-08-11,50001824,"BROOKLYN",11235,"Juice/Smoothies/Ice Cream/Yogurt",9,"A"
"YOOGLERS FROZEN YOGURT",2015-08-26,41706349,"MANHATTAN",10003,"Juice/Smoothies/Ice Cream/Yogurt",4,"A"
"YOOJUNG NAKJI",2016-08-23,50032909,"QUEENS",11358,"Korean",23,"B"
"YOPPARAI",2016-09-13,41643120,"MANHATTAN",10002,"Japanese",23,"B"
"YORGANIC",2016-09-09,41553690,"MANHATTAN",10007,"American",12,"A"
"YORK COLLEGE CAFETERIA",2015-10-15,41669951,"QUEENS",11451,"American",10,"A"
"YORKAFE",2016-05-02,41717967,"MANHATTAN",10028,"Cafe/Coffee/Tea",2,"A"
"YOSHI TRADITIONAL JAPANESE",2016-04-20,50046621,"BROOKLYN",11234,"Japanese",4,"A"
"YOSMIRA RESTAURANT",2016-03-01,41438394,"QUEENS",11418,"Latin",7,"A"
"YOSSIS GLATT SUSHI",2015-12-14,50038790,"BROOKLYN",11219,"Chinese",13,"A"
