,Category,FoundedDate,Group reviews,Location,Past Meetups,Region,Upcoming Meetups,UpcommingEventDate,UpcommingEventGoing,UpcommingEventName,UpcommingEventTime,Worldwide,group,member,name
757,Food & Drink,Jan 30 2015 ,,New York,19,NY,3,Sat Nov 12,5 going,Women's International Film Festival - 30% Discount!,07:00 PM,,oenephiles and cineastes,"1,141",Wine & Film in New York
758,Food & Drink,Mar 10 2015 ,,New York,16,NY,2,Sat Nov 12,3 going,Brooklyn Crush Wine Event,02:30 PM,,Wine Lovers,652,New York Wine Event Lovers
759,Food & Drink,May 11 2015 ,2,New York,73,NY,7,Sat Nov 12,6 going,Brooklyn Wine and Food Festival,01:45 PM,,Members,669,Over 45+ New York Dinner Meetup
760,Food & Drink,Jun 12 2015 ,3,New York,17,NY,1,,,,,,Winos,313,Lesbian Winos
761,Food & Drink,Aug 7 2016 ,,New York,5,NY,,,,,,,Food Adventurer,340,Food Club NYC
762,Food & Drink,Sep 15 2016 ,,New York,1,NY,2,Sat Dec 17,1 going,location tbd,11:00 AM,,Members,175,Lesbian Foodies Exploring NYC
763,Food & Drink,Oct 3 2009 ,9,New York,179,NY,1,Thu Dec 1,2 going,"Multi-Meetup 2016 Holiday Kick-off: Wine Tasting, Healthful Snacks, Networking!",06:30 PM,,Vegetarians and Culture Fans,890,NYC Vegetarian and Cultural Events
764,Food & Drink,Sep 23 2012 ,3,Brooklyn,23,NY,1,Sat Nov 12,1 going,Last-Minute Meetup: Bloody Mary Battle,10:00 AM,,Brunchers,143,The Williamsburg Weekend Brunch Club
765,Food & Drink,Jul 27 2013 ,3,New York,49,NY,1,Sat Nov 12,7 going,"Saturday Brunch, Ireland vs Austria World Cup Soccer Qualifier at Abbey Tavern",11:30 AM,,Punters,388,The New York Irish Pub Challenge Meetup
766,Food & Drink,Jul 28 2013 ,6,New York,23,NY,,,,,,,Sichuan Pepperheads,731,Sichuan Pepperheads
767,Food & Drink,Jun 13 2015 ,3,New York,71,NY,8,Sat Nov 12,1 going,Brooklyn Wine and Food Festival,01:45 PM,,Members,506,Travel and Dinner Group for Mature Adults
768,Food & Drink,Apr 3 2016 ,,Astoria,6,NY,1,Fri Nov 11,5 going,Wine and Cheese at My House / Astoria/ Friday night 11/11!,07:00 PM,,Dinner out & healthy work out,167,"Astoria Ladies dinner out and work out, fun and healthy!"
769,Food & Drink,Jan 5 2005 ,58,New York,179,NY,,,,,,,Adventurous Food Lovers,"1,165",The World Food Lover's Dining Out Group
770,Food & Drink,Sep 20 2007 ,12,New York,91,NY,1,Sat Nov 12,6 going,Montsant of Spain,07:00 PM,,Wine Lovers,251,"Wine Tasting ""School"" of New York and more!"
771,Food & Drink,May 2 2011 ,8,Hoboken,52,NJ,1,Wed Nov 16,6 going,PlantPure Communities Launch Event,05:30 PM,,V-Rockers,495,V Rock! The Hoboken + Jersey City Vegetarian + Vegan Meetup
772,Food & Drink,Mar 21 2013 ,8,New York,157,NY,1,Fri Nov 11,4 going,SOLD OUT- 11:11 Twin Flame Activation & Full Moon Celebration,07:30 PM,,Raw Vegans & the Curious,"1,057",Revolutionary Raw Vegan Culinary Creators
773,Food & Drink,Jul 23 2016 ,1,New York,5,NY,,,,,,,Members,34,Drink Coffee Black
774,Food & Drink,Sep 28 2016 ,,New York,1,NY,1,Fri Nov 18,28 going,East Village Pub Crawl,07:00 PM,,Members,116,East Village Beer Meetup
775,Food & Drink,Oct 17 2016 ,,New York,,NY,3,Sun Nov 20,6 going,Dinner at ARIYOSHI,07:00 PM,,Members,111,Asian Dinners in the 5 Boroughs
776,Food & Drink,Apr 6 2009 ,2,New York,90,NY,1,Fri Nov 11,4 going,SOLD OUT! 11:11 Twin Flame Activation & Full Moon Celebration,07:30 PM,,Raw Food Enthusiasts,910,The New York Raw Food Meetup Group
777,Food & Drink,Jun 9 2010 ,22,New York,280,NY,6,,,,,,Culinary Explorers,850,NYC Culinary Explorers
778,Food & Drink,Feb 5 2013 ,4,New York,66,NY,2,Sun Nov 13,2 going,An Asian Brunch Adventure @ The Museum - A Six Course Experience,12:00 PM,,Komeaters,689,Komeeda: A Foodie Kommunity
779,Food & Drink,Mar 30 2015 ,,New York,636,NY,54,Fri Nov 11,8 going,Private Wine Tasting w/ Complimentary Apps,07:00 PM,,happy hour lovers,"1,089",New York Happy Hour Meetup
780,Food & Drink,Mar 10 2016 ,,Brooklyn,4,NY,,,,,,,Microbionauts,94,NYC Biotech founders / Doers / Hackers
781,Food & Drink,Jan 23 2006 ,111,New York,712,NY,3,Tue Nov 15,3 going,Private Wine Tasting featuring mostly Italian Wines,07:00 PM,,NYC Proessionals,"5,950","""Manhattan Upscale Adventures"""
782,Food & Drink,Apr 15 2006 ,13,New York,112,NY,1,Wed Nov 16,2 going,The Dynamics of The Sumo World! The Ultimate Sumo Experience with Food and Sake,07:00 PM,,Japanese Culture Lovers,810,Nippon Food Club of NYC
783,Food & Drink,Nov 3 2008 ,5,New York,135,NY,,,,,,,Lit-Wits,129,"Lit With Wit: Women, Wine & Words"
784,Food & Drink,Dec 16 2008 ,10,New York,48,NY,,,,,,,Cooks & Foodies,"9,387","Cooking NYC!(Dinner Parties,Wine Tastings,Ethnic Food &More)"
785,Food & Drink,Mar 4 2009 ,16,New York,268,NY,,,,,,,Raw Foodists,620,Accent on Wellness NYC Raw Food Meetup Group
786,Food & Drink,Oct 10 2009 ,5,New York,"2,784",NY,40,,,,,,Imbibers,143,NYC Beer Sake Whiskey Wine & Spirits Drinkers
787,Food & Drink,Apr 30 2013 ,,New York,18,NY,1,Wed Nov 16,4 going,Kosher Food Bloggers Conference,12:00 PM,,Food Entrepreneurs,781,Food Entrepreneurs & Investors
788,Food & Drink,Aug 16 2013 ,2,New York,12,NY,,,,,,,Guests,253,NYC Home Cooked Meals
789,Food & Drink,Oct 24 2014 ,,New York,16,NY,1,Sat Nov 12,6 going,#UFCFightNight at Stout NYC FiDi ~ Join us for #UFC205,08:00 PM,,UFC Fans,138,New York City UFC Watch at Stout NYC FiDi
790,Food & Drink,Jun 15 2015 ,,New York,,NY,,,,,,,Past Meetups,16,Food and Alliteration Meetup
791,Food & Drink,Jan 6 2016 ,,Long Island City,5,NY,,,,,,,Beer Queens,341,New York Craft Beer LGBT Meetup
792,Food & Drink,May 10 2016 ,,New York,14,NY,1,Sat Nov 5,1 going,Group Cooking Lesson (Shrimp &  Scallop w/ Warm Citrus Sauce and Pasta),02:00 PM,,Members,481,Cooking Class With The Shark
793,Food & Drink,Aug 26 2016 ,1,New York,3,NY,,,,,,,Members,83,Dining out for Educated foodies-Masters level and up
794,Food & Drink,Sep 9 2016 ,,New York,1,NY,,,,,,,Members,95,Southerners In New York City
795,Food & Drink,Oct 18 2016 ,,New York,,NY,1,Wed Dec 7,5 going,An Evening of Chocolate Tasting and Knowledge,07:00 PM,,Members,67,NY Chocolate Meetup
796,Food & Drink,Oct 23 2016 ,,Hoboken,1,NJ,1,,,,,,Members,18,Hudson County Asian Professionals
797,Food & Drink,Oct 29 2016 ,,New York,,NY,1,,,,,,Members,46,NYC INFJ Meetup
798,Food & Drink,Mar 6 2011 ,8,New York,187,NY,10,,,,,,Coreanos,945,New York City / New Jersey Korean & Korean American Social!
799,Food & Drink,Jan 21 2012 ,,Jersey City,71,NJ,5,,,,,,Bookworms,47,The Jersey City Women's Book & Wine Club
800,Writing,Sep 13 2010 ,94,New York,997,NY,43,Sun Nov 13,6 going,NYC Shut Up & Write Meetup! - Columbus Circle,08:00 PM,,Writers,"4,712",Shut Up & Write! NYC
801,Writing,Aug 10 2009 ,34,Jersey City,919,NJ,49,Fri Nov 11,9 going,JCW FALL RETREAT,04:00 PM,,Writers,863,Jersey City Writers
802,Writing,Dec 18 2013 ,14,New York,92,NY,2,Thu Nov 17,18 going,Writing group meeting in Washington Heights,07:00 PM,,Writers,950,NYC laid-back writing group
803,Writing,Mar 31 2016 ,10,New York,15,NY,3,,,,,,Screenwriters,281,NY Screenwriters Co-op
804,Writing,Oct 3 2014 ,21,New York,40,NY,6,Sat Dec 3,7 going,Monthly SATURDAY Meeting,01:45 PM,,Writers,"1,252",New York City Writers Critique Group
805,Writing,Dec 16 2014 ,21,New York,43,NY,1,,,,,,Writers,"3,840",New York Writing Club
806,Writing,Nov 8 2012 ,22,Long Island City,231,NY,10,Sun Nov 13,10 going,Astoria Writers Write(!),05:00 PM,,Writers,"2,112",Astoria Writers Group
807,Writing,Dec 5 2007 ,18,New York,316,NY,2,Tue Nov 15,9 going,Write Your Screenplay With Award Winning Screenwriter Jacob Krueger,07:00 PM,,Screenwriters,"4,648",Screenwriting Workshop with Award Winning Screenwriter
808,Writing,Nov 6 2013 ,16,New York,186,NY,11,Mon Nov 14,11 going,Poetry Table Open Mic Night,07:00 PM,,Poets,537,The Poetry Table
809,Writing,May 4 2012 ,10,New York,157,NY,8,Sun Nov 13,5 going,Brooklyn Writing Group,01:00 PM,,Creatives,"1,129",Innovative Geeks NYC
810,Writing,Feb 12 2016 ,6,New York,2,NY,1,Tue Nov 29,11 going,Let's dish!,06:45 PM,,published authors,138,Dishing with Authors
811,Writing,Nov 2 2012 ,7,New York,58,NY,,,,,,,Writers,221,New York Eclectic Writers
812,Writing,Apr 15 2016 ,2,Brooklyn,30,NY,10,,,,,,Brooklyn Writers,10,Brooklyn Writers Project
813,Writing,Apr 10 2007 ,17,New York,98,NY,1,Thu Nov 17,4 going,We will workshop three manuscripts of 10 pages double spaced.,07:00 PM,,Writers,504,The NYC Fiction Writers Workshop Meetup Group
814,Writing,May 29 2015 ,,New York,20,NY,1,,,,,,Wordists,209,The Spoken Word Poetry Experience Open Mic
815,Writing,Mar 8 2016 ,,New York,20,NY,4,Tue Nov 15,2 going,Join me!  All are welcome!,11:30 AM,,Playwrights and Actors,153,Write Now Workshop
816,Writing,Oct 11 2016 ,,New York,1,NY,,,,,,,Members,50,Author Kickstart Workshop
817,Writing,Oct 18 2016 ,,Brooklyn,1,NY,1,Sat Nov 19,3 going,Write write write!,10:00 AM,,Members,22,Brooklyn Bestsellers
818,Writing,Oct 24 2010 ,15,New York,231,NY,13,Sat Dec 3,1 going,Good Old - Old School Open Mic Hour (Plus),02:00 PM,,Writers,338,National Writers Union - New York Metropolitan Area
819,Writing,Jan 15 2014 ,3,New York,64,NY,1,,,,,,Writers,133,Manhattan Literary Writers' Workshop
820,Writing,May 1 2014 ,7,New York,124,NY,10,Tue Nov 15,1 going,"playwrights' workshop (w/ actors ""reading"")",07:00 PM,,"people ""on here"" (+ others)",224,"Weekly Playwrights' Workshop (w/ actors ""reading"")"
821,Writing,Nov 25 2015 ,3,New York,10,NY,6,Wed Dec 7,5 going,Blog Writing - Monthly Meetup,07:00 PM,,Bloggers,176,Blog writing
822,Writing,Jun 14 2016 ,,Brooklyn,2,NY,1,Sat Nov 19,6 going,Dance & Write It Out,11:00 AM,,Dancer-Writers,55,"Dancers Who Write, Writers Who Dance"
823,Writing,May 29 2013 ,3,New York,13,NY,1,Coming soon!,38 going,Workshop scripts,,,TV Writers and Creators,344,NYC TV Writers and Creators
824,Writing,Jul 31 2016 ,,Jersey City,3,NJ,1,,,,,,Members,175,Writing For Your Soul
825,Writing,Oct 9 2016 ,,Jersey City,2,NJ,,,,,,,Members,27,Jersey City Poetry Meetup
826,Writing,Jan 8 2014 ,4,New York,27,NY,1,Sat Nov 19,6 going,NEXT MEETUP - SAT. NOV 19TH AT THE COUNTEE CULLEN BRANCH OF LIBRARY.,01:30 PM,,Harlem Writers,203,Harlem Neighborhood Writers
827,Writing,Sep 15 2016 ,,New York,1,NY,2,Fri Nov 18,2 going,Bring your favorite poems by others and/or bring your own,07:00 PM,,Members,22,New York Poetry Meetup
828,Writing,Feb 14 2016 ,1,New York,17,NY,,,,,,,YA Writers,236,Young Adult Writers Unite!
829,Writing,Jun 2 2016 ,1,Long Island City,13,NY,3,Mon Nov 14,1 going,Po - So You Think You Know What It Means?,07:15 PM,,Poeticists,69,Emphatic Poetic
830,Writing,Aug 9 2016 ,,Brooklyn,3,NY,8,Sun Nov 20,1 going,Notes in the Slope group discussion and notes,03:00 PM,,Screenwriters,29,Notes in the Slope
831,Writing,Aug 22 2016 ,1,New York,2,NY,1,Mon Nov 21,1 going,"(Re)Introduce ourselves and share a song, lyric, scene, or story",06:15 PM,,Musical Theater Writers,24,"Musical Theater Writers ""Of A Certain Age"""
832,Writing,Sep 7 2016 ,,Brooklyn,1,NY,,,,,,,Members,47,Inspiration and Critique: Women Writer's Group
833,Writing,Sep 29 2016 ,,Astoria,2,NY,,,,,,,Members,18,Astoria Screenwriting Meetup
834,Writing,Nov 4 2011 ,9,New York,12,NY,,,,,,,Self-Pub'd,558,The Self-Publishing Scoop
835,Writing,Feb 16 2012 ,,New York,17,NY,1,Coming soon!,15 going,Some kind of workshop?,,,writers,390,The New York Writers' Intensive
836,Writing,Jan 12 2014 ,2,New York,38,NY,7,,,,,,Christian Writers,28,East Harlem Christian Writers Group
837,Writing,Oct 21 2014 ,,New York,19,NY,,,,,,,New York Poet,207,Tea & Poetry
838,Writing,Oct 12 2015 ,1,Brooklyn,31,NY,12,Sat Nov 12,3 going,The Louis Reyes Rivera Writers Workshop,02:30 PM,,writers,31,The Louis Reyes Rivera Writers Group Meetup
839,Writing,Aug 18 2016 ,,New York,10,NY,,,,,,,Upcoming Meetups,9,"Literary Fiction Writers: MFA Graduates, or equivalent"
840,Writing,Sep 24 2016 ,,New York,,NY,,,,,,,Past Meetups,2,Blog Mission Millions
841,Writing,Feb 19 2003 ,6,New York,144,NY,6,,,,,,Writers,87,World Writers-the NYC SciFi Fantasy Writers meetup
842,Writing,May 23 2005 ,62,New York,53,NY,,,,,,,Circle Writers,"1,656",NYC Writers Circle
843,Writing,Jan 25 2008 ,,New York,,NY,,,,,,,eBook Users,10,The eBook Meetup
844,Writing,Apr 20 2008 ,3,New York,9,NY,,,,,,,creative-yogis,512,Writers Yoga NYC
845,Writing,Sep 15 2008 ,4,New York,23,NY,,,,,,,Just Writers,951,"Just Write, NYC"
846,Writing,Jun 2 2009 ,31,New York,27,NY,,,,,,,members,820,The Publishing Point
847,Writing,Jan 25 2011 ,12,Brooklyn,158,NY,,,,,,,Writers,620,Brooklyn Writers Club
848,Writing,May 18 2011 ,16,New York,13,NY,,,,,,,Members,248,NYC Authors/Agents Meetup
849,Writing,Aug 10 2011 ,2,New York,5,NY,,,,,,,Members,51,Your Book Is Your Hook!
850,Writing,May 24 2012 ,4,New York,17,NY,,,,,,,Members,338,NYC Publishing Innovators
851,Writing,Jul 13 2012 ,30,New York,43,NY,,,,,,,Media Mavens,"1,207",NY Self-Publishers Meetup
852,Writing,Jul 18 2012 ,,Jersey City,1,NJ,1,Coming soon!,3 going,Lets have a basic meetup,,,Members,36,Jersey City Workshops
853,Writing,Jul 30 2012 ,5,New York,79,NY,,,,,,,Writers,297,Writer's Boot Camp
854,Writing,Oct 27 2012 ,,New York,4,NY,1,Coming soon!,5 going, on a Saturday in Central Park at 11:00 AM?,,,Poetry Lovers,149,Great Poetry: read /discuss / learn to love--in Mahattan
855,Writing,May 2 2013 ,3,New York,48,NY,,,,,,,Writers,107,Shut Up & Write: Noho
856,Writing,May 21 2013 ,2,New York,8,NY,,,,,,,writers,97,East Village Women Writer's Group
857,Writing,Jun 10 2013 ,,Brooklyn,,NY,,,,,,,,,meetup-group-qBRGJyTk
858,Writing,Aug 7 2013 ,2,New York,15,NY,,,,,,,Dramatists,104,Black Dramatic Writers Collective
859,Writing,Sep 7 2013 ,,Astoria,33,NY,,,,,,,PTNYCers,113,Poetry Teachers NYC
860,Writing,Aug 27 2014 ,1,New York,6,NY,,,,,,,Writing Students,21,Intensive Writer Workshop with Real NY Novelist
861,Writing,Oct 21 2014 ,2,New York,8,NY,2,,,,,,Writers,43,LitQueen Collective
862,Writing,Dec 14 2014 ,,New York,52,NY,,,,,,,Desi Writers,124,South Asian Writers
863,Writing,Apr 18 2015 ,,New York,2,NY,,,,,,,Creative Women,436,"Release The Gifted Woman Within, NYC"
864,Writing,Apr 20 2015 ,,New York,7,NY,,,,,,,writers,176,A Time to Write in NYC (Kips Bay) Meetup
865,Writing,Jul 21 2015 ,,New York,2,NY,,,,,,,Writers,20,LES  Writers Salon
866,Writing,Nov 3 2015 ,,New York,1,NY,,,,,,,Writers Who Actually Write,207,Writers Who Write
867,Writing,Dec 9 2015 ,,New York,,NY,,,,,,,Cool Writers,40,New York Cool Writers Anything Goes Group
868,Writing,Jan 31 2016 ,,New York,,NY,,,,,,,,,New York Book-Length Project Writers' Group
869,Writing,Feb 1 2016 ,,New York,1,NY,,,,,,,Writing for People with No Time,144,New York Writers Transforming Your Thoughts to Written Pages
870,Writing,Mar 14 2016 ,3,New York,3,NY,,,,,,,Members,423,New York Media/Publishers Meetup
871,Writing,Mar 20 2016 ,,New York,,NY,1,,,,,,Trailblazing Writers,132,New York ??Nonfiction Authors Association
872,Writing,Mar 20 2016 ,,Hoboken,,NJ,1,Coming soon!,7 going,"Introduction: Blogging for Passion, Profit, and to Create Community",,,Bloggers & Writers,100,Hoboken Bloggers & Writers
873,Writing,Mar 22 2016 ,,Brooklyn,2,NY,,,,,,,Writers,90,The Company of Writers
874,Writing,Apr 15 2016 ,,New York,,NY,,,,,,,aspiring TV writers,50,NYC TV Writing Intensive Workshop
875,Writing,Apr 30 2016 ,1,New York,12,NY,,,,,,,Members,50,Inwood/Northern Manhattan Writers Group
876,Writing,May 21 2016 ,,Brooklyn,1,NY,,,,,,,Somethings,39,The Secret Society of (Something) New Yorkers
877,Writing,Jun 29 2016 ,,New York,1,NY,,,,,,,Members,101,Joyful Writers and Entrepreneurs
878,Writing,Jun 30 2016 ,,New York,,NY,,,,,,,Members,23,The Reel: NJ's Black TV & Film Collaboration
879,Writing,Jul 24 2016 ,,Jersey City,,NJ,,,,,,,Members,50,Journal Square:  The Final Frontier!
880,Writing,Jul 24 2016 ,,Astoria,1,NY,,,,,,,Members,28,20's something short (short) story writers of Astoria
881,Writing,Sep 15 2016 ,,New York,1,NY,,,,,,,Members,30,Blunt STORIES in New York
882,Writing,Oct 19 2016 ,,New York,,NY,,,,,,,,,Fairfax Poetry writers support group.
883,Language & Culture,Sep 4 2016 ,1,Astoria,10,NY,6,Thu Nov 17,60 going,Mundo Lingo (Queens #11),07:00 PM,,Members,498,Mundo Lingo New York City | Language Socials
884,Language & Culture,Oct 23 2016 ,,Astoria,1,NY,11,Thu Nov 17,52 going,Queens Multilingual Happy Hour,07:00 PM,,Members,228,NYC International Social Group
885,Language & Culture,Mar 8 2014 ,7,Astoria,68,NY,11,Sat Nov 12,5 going,"Film Festival with French movies, for info",08:30 PM,,Members,318,Astoria French Conversation Meetup
886,Language & Culture,Feb 20 2014 ,4,Astoria,115,NY,,,,,,,Learners,"1,049",Connection ESL Class *FREE*
887,Language & Culture,Jan 13 2014 ,2,Astoria,244,NY,22,Sun Nov 13,1 going,"""Fiabe italiane"" di Italo Calvino (Volume 3)",12:30 PM,,Lovers of Italian Literature,18,Italian Literature Club: Astoria/Manhattan
888,Language & Culture,Aug 10 2014 ,,Astoria,20,NY,,,,,,,Asian Writers,135,New York English Language Exchange & Asian Writers Meetup
889,Language & Culture,Feb 19 2012 ,221,New York,543,NY,3,Sat Nov 12,17 going,Trip To The American Museum of Natural History (DINOSAURS) 10am-4pm Join Anytime,09:45 AM,,Language enthusiasts,"13,519",Language Exchange NYC
890,Language & Culture,Apr 14 2016 ,1,New York,28,NY,10,Sat Nov 12,40 going,Let's meet up and make friends!,07:00 PM,,Friends,"2,158",NYC International Friends
891,Language & Culture,Oct 12 2011 ,74,New York,825,NY,35,Fri Nov 11,87 going,After Work Social,10:00 PM,,frenchies,"6,805",! French New York City !
892,Language & Culture,Sep 7 2015 ,1,New York,48,NY,2,,,,,,NJ&NY Indians,881,Indians Living in New Jersey and New York Meetup
893,Language & Culture,Feb 11 2003 ,78,New York,293,NY,12,Sun Nov 13,5 going,"Free every Sunday: Watch a feature length episode of ""Tatort"" @ Paulaner NYC",07:45 PM,,German Culture Friends,"3,195",New York City German Culture Group
894,Language & Culture,Oct 8 2002 ,290,New York,914,NY,14,Fri Nov 11,16 going,TOTAL ACCELERATED LANGUAGE KICK-OFF (TALK) SESSIONS: BEGINNERS & INTERMEDIATES,06:30 PM,,Spanish Aficionados,"10,257",The New York Spanish Language Meetup
895,Language & Culture,Nov 14 2015 ,1,New York,38,NY,13,Sat Nov 12,3 going,Indians in NJ&NY Summer Meetup @ Hudson River Water Front,06:00 PM,,NJNY Desi Girls,147,Indian Desi Girls in New York & New Jersey Meetup
896,Language & Culture,Apr 14 2016 ,,New York,32,NY,21,Wed Nov 16,4 going,Let's meet up and practice speaking English!,06:00 PM,,Friends,"1,218",NYC English Conversation Meetup
897,Language & Culture,Jan 15 2015 ,7,New York,542,NY,70,Sat Nov 12,19 going,"Hiking with Asian Friends, a beginners Hike in Long Island, only 3 seats left",10:00 AM,,Asians,979,NYC Asian Meetup
898,Language & Culture,Sep 26 2016 ,,New York,2,NY,1,Wed Nov 23,66 going,Japan Night NYC?°Ô?Tokyo Olympics 2020  #Mix Party with Asia Night 2016,07:00 PM,,Friends,535,Japan Night NYC?°Ô?Tokyo Olympics 2020
899,Language & Culture,May 23 2014 ,7,New York,700,NY,23,Fri Nov 11,10 going,Evening Japanese Conversation!!,07:00 PM,,SAMURAI,"1,832",?êJ-KURU?ëEnjoy Japanese Conversation!!
900,Language & Culture,Mar 31 2015 ,2,New York,47,NY,20,Thu Nov 17,6 going,Let's meet up and practice speaking English!,06:00 PM,,ESOL friends,"1,330",NYC English Conversation Class
901,Language & Culture,May 21 2003 ,47,New York,328,NY,7,Tue Dec 6,9 going,The New York City Russian Language Meetup Group Monthly Meetup,06:30 PM,,Russian Speakers,"3,187",The New York City Russian Language Meetup Group
902,Language & Culture,Oct 11 2016 ,,New York,9,NY,3,,,,,,Members,265,English Talk
903,Language & Culture,Feb 20 2014 ,12,Jersey City,156,NJ,6,,,,,,Fabulous Desis! :),330,Divorced Separated(ing)Widow Desis >NJ PA CT NY DE w/wo Kids
904,Language & Culture,Sep 11 2016 ,,New York,6,NY,1,Fri Nov 11,17 going,"Fun, Friendly, and Free Conversation",06:30 PM,,Members,476,NYC English Conversation Club
905,Language & Culture,Jul 12 2013 ,2,New York,278,NY,26,Fri Nov 11,14 going,After Work Social,10:00 PM,,International Asians,"3,900",! New York International Asian Meetup Group !
906,Language & Culture,Jun 4 2010 ,69,New York,249,NY,2,,,,,,NYC Latino Professionals,"3,137","NYC Latino Professionals - 3,100+ Members & Growing!"
907,Language & Culture,Jul 4 2012 ,4,New York,129,NY,1,Wed Nov 23,114 going,Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!,06:00 PM,,Members,"4,024","""The New York Asian Meetup Group"""
908,Language & Culture,Oct 17 2016 ,,New York,2,NY,20,Tue Nov 15,7 going,Let's meet up and practice speaking English!,06:00 PM,,Members,179,NYC English Conversation Practice
909,Language & Culture,Jul 31 2013 ,5,New York,651,NY,12,Mon Nov 14,4 going,[November 14th Monday] Conversation with our Lounge Friends!,03:00 PM,,Lounge friends,"1,278",The English Lounge new york
